Salário,Profissão,Tamanho da Empresa,Cargo de Gestão,Experiência em DS,Experiência Profissional,Tipo de Trabalho,Escolaridade,Área de Formação,Setor de Mercado,Estado,Linguagem Python,Linguagem R,Linguagem SQL,Linguagem C/C#/C++,PowerBI,Tableau
5000.0,Analista de Dados,Média,não,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Pós-graduação,Outras,Tecnologia/Fábrica de Software,Rio de Janeiro (RJ),1,1,1,0,1,1
1500.0,Cientista de Dados,Pequena,não,de 4 a 5 anos,Menos de 1 ano,Estagiário,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Finanças ou Bancos,São Paulo (SP),0,1,1,0,1,0
3500.0,Analista de Dados,Pequena,não,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Mestrado,Outras,Educação,São Paulo (SP),1,0,1,0,0,0
7000.0,Outras,Média,não,Menos de 1 ano,de 1 a 2 anos,Empregado (CTL),Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Tecnologia/Fábrica de Software,São Paulo (SP),1,0,0,0,1,0
5000.0,Analista de Dados,Média,não,de 4 a 5 anos,de 2 a 3 anos,Empregado (CTL),Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Outras,,1,0,1,0,1,0
3500.0,Analista de BI,Média,não,Menos de 1 ano,de 1 a 2 anos,Empregado (CTL),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,Rio Grande do Sul (RS),0,0,0,0,0,0
5000.0,Analista de Dados,Pequena,não,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Pós-graduação,Outras Engenharias,Educação,São Paulo (SP),1,0,1,0,0,0
1500.0,Outras,Grande,não,Menos de 1 ano,de 1 a 2 anos,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Educação,,0,0,0,0,0,0
,,,,de 6 a 10 anos,de 1 a 2 anos,Outros,Mestrado,Outras,,,1,1,1,0,0,0
,,,,de 4 a 5 anos,de 6 a 10 anos,Outros,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,,,1,0,1,0,0,0
10000.0,,Grande,sim,de 6 a 10 anos,de 6 a 10 anos,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Outras,São Paulo (SP),0,0,0,0,0,0
3500.0,Cientista de Dados,Grande,não,de 2 a 3 anos,de 1 a 2 anos,Empregado (CTL),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,,1,0,0,0,0,0
1500.0,Analista de BI,Pequena,não,de 1 a 2 anos,Menos de 1 ano,Empregado (CTL),Graduação/Bacharelado,Outras Engenharias,Área da Saúde,Minas Gerais (MG),1,1,1,0,1,0
,,,,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Outros,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,,Minas Gerais (MG),0,0,0,0,0,0
1500.0,Outras,Pequena,não,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Telecomunicação,Paraná (PR),0,0,0,0,0,0
,,,,Menos de 1 ano,de 2 a 3 anos,Outros,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,,,1,0,1,1,0,0
14000.0,,Pequena,sim,Mais de 10 anos,de 2 a 3 anos,Empreendedor ou Empregado (CNPJ),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,Rio Grande do Sul (RS),1,1,1,0,0,0
10000.0,Engenheiro de Dados,Média,não,de 4 a 5 anos,de 6 a 10 anos,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Seguros ou Previdência,Paraná (PR),1,0,1,0,0,1
1500.0,Outras,Pequena,não,Menos de 1 ano,Menos de 1 ano,Empregado (CTL),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Área da Saúde,,0,0,0,0,0,0
1000.0,Desenvolvedor/Engenheiro de Software,Pequena,não,Não tenho experiência na área de dados,Menos de 1 ano,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Área da Saúde,São Paulo (SP),0,0,0,0,0,0
7000.0,Desenvolvedor/Engenheiro de Software,Pequena,não,Não tenho experiência na área de dados,de 2 a 3 anos,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,São Paulo (SP),0,0,0,0,0,0
10000.0,Outras,Média,não,de 2 a 3 anos,de 1 a 2 anos,Empregado (CTL),Pós-graduação,Outras Engenharias,Telecomunicação,Minas Gerais (MG),0,0,0,0,0,0
5000.0,,Pequena,sim,Menos de 1 ano,de 6 a 10 anos,Empreendedor ou Empregado (CNPJ),Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,Paraná (PR),0,0,0,0,0,0
10000.0,Outras,Média,não,de 2 a 3 anos,de 6 a 10 anos,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,Espírito Santo (ES),0,0,0,0,0,0
14000.0,,Grande,sim,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Pós-graduação,Outras Engenharias,Setor Automotivo,Paraná (PR),0,0,0,0,0,0
,,,,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Outros,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,,,0,0,0,0,0,0
7000.0,Engenheiro de Dados,Média,não,Menos de 1 ano,Mais de 10 anos,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Internet/Ecommerce,,1,0,0,0,0,1
5000.0,Desenvolvedor/Engenheiro de Software,Pequena,não,de 6 a 10 anos,de 1 a 2 anos,Empregado (CTL),Não tenho graduação formal,,Tecnologia/Fábrica de Software,,1,0,1,1,1,0
5000.0,Analista de Dados,Média,não,de 1 a 2 anos,Menos de 1 ano,Empregado (CTL),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Internet/Ecommerce,São Paulo (SP),1,0,1,0,0,0
14000.0,,Média,sim,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,Paraná (PR),0,0,0,0,0,0
,,,,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Outros,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,,,0,0,0,0,0,0
10000.0,Engenheiro de Dados,Grande,não,de 6 a 10 anos,de 2 a 3 anos,Empreendedor ou Empregado (CNPJ),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,São Paulo (SP),1,0,1,1,0,1
7000.0,Engenheiro de Dados,Média,não,de 1 a 2 anos,de 6 a 10 anos,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,,1,0,0,0,0,0
,,,,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Outros,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,,Rio Grande do Sul (RS),0,0,0,0,0,0
5000.0,Analista de BI,Média,não,de 4 a 5 anos,de 6 a 10 anos,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,São Paulo (SP),0,0,0,0,0,0
7000.0,Cientista de Dados,Grande,não,de 4 a 5 anos,Menos de 1 ano,Empregado (CTL),Mestrado,Economia/ Administração / Contabilidade / Finanças,Finanças ou Bancos,,1,0,0,0,0,0
5000.0,Analista de Dados,Grande,não,de 6 a 10 anos,de 2 a 3 anos,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,São Paulo (SP),1,0,0,0,1,0
10000.0,Analista de Dados,Média,não,de 6 a 10 anos,de 1 a 2 anos,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,Paraná (PR),1,0,1,0,0,1
1500.0,Outras,Pequena,sim,de 6 a 10 anos,Menos de 1 ano,Empregado (CTL),Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Varejo,São Paulo (SP),0,0,0,0,0,0
1500.0,Analista de Dados,Grande,não,de 4 a 5 anos,Menos de 1 ano,Empregado (CTL),Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Indústria (Manufatura),São Paulo (SP),0,0,1,0,0,1
14000.0,Outras,Grande,não,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Varejo,Rio de Janeiro (RJ),0,1,1,0,1,1
1500.0,Analista de BI,Grande,não,Menos de 1 ano,de 1 a 2 anos,Empregado (CTL),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,,0,0,0,0,0,0
10000.0,Cientista de Dados,Média,não,de 4 a 5 anos,Mais de 10 anos,Empregado (CTL),Pós-graduação,Estatística/ Matemática / Matemática Computacional,Área da Saúde,São Paulo (SP),1,0,1,0,0,0
5000.0,Outras,Média,não,de 1 a 2 anos,Menos de 1 ano,Empregado (CTL),Graduação/Bacharelado,Outras Engenharias,Indústria (Manufatura),Minas Gerais (MG),0,0,0,0,0,0
5000.0,Desenvolvedor/Engenheiro de Software,Pequena,não,de 1 a 2 anos,de 6 a 10 anos,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,Rio Grande do Sul (RS),1,0,1,0,0,0
3500.0,Outras,Pequena,não,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Indústria (Manufatura),,1,0,1,0,1,0
7000.0,Desenvolvedor/Engenheiro de Software,Pequena,não,de 1 a 2 anos,Mais de 10 anos,Empreendedor ou Empregado (CNPJ),Não tenho graduação formal,,Internet/Ecommerce,Minas Gerais (MG),1,1,0,0,0,0
1500.0,Analista de BI,Média,não,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,Santa Catarina (SC),0,0,0,0,0,0
10000.0,Analista de Dados,Grande,sim,de 6 a 10 anos,de 6 a 10 anos,Outros,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Setor Público,,0,0,0,0,0,0
1500.0,Outras,Grande,não,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estagiário,Estudante de Graduação,Outras Engenharias,Telecomunicação,,0,0,0,0,0,0
1500.0,Outras,Pequena,não,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Estudante de Graduação,Marketing / Publicidade / Comunicação / Jornalismo,Marketing,Rio Grande do Sul (RS),0,0,0,0,0,0
5000.0,Analista de BI,Média,sim,de 2 a 3 anos,de 6 a 10 anos,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Educação,Paraná (PR),0,0,0,0,0,0
10000.0,Desenvolvedor/Engenheiro de Software,Média,não,de 1 a 2 anos,Mais de 10 anos,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Entretenimento ou Esportes,Rio de Janeiro (RJ),0,0,0,0,0,0
3500.0,Outras,Média,não,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Entretenimento ou Esportes,,0,0,0,0,0,0
3500.0,Cientista de Dados,Média,não,de 1 a 2 anos,de 6 a 10 anos,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,Minas Gerais (MG),1,0,1,0,0,0
10000.0,Analista de BI,Grande,não,Mais de 10 anos,Mais de 10 anos,Empregado (CTL),Pós-graduação,Outras Engenharias,Varejo,São Paulo (SP),1,1,1,0,1,1
14000.0,Analista de BI,Média,sim,Mais de 10 anos,Mais de 10 anos,Empreendedor ou Empregado (CNPJ),Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,São Paulo (SP),1,1,1,0,1,1
14000.0,Outras,Pequena,sim,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empreendedor ou Empregado (CNPJ),Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,Santa Catarina (SC),0,0,0,0,0,0
3500.0,Analista de Dados,Pequena,não,de 2 a 3 anos,de 4 a 5 anos,Empregado (CTL),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Educação,São Paulo (SP),0,0,1,1,0,0
1500.0,Desenvolvedor/Engenheiro de Software,Pequena,não,Menos de 1 ano,de 2 a 3 anos,Empregado (CTL),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,Paraná (PR),1,0,1,0,0,0
1500.0,Analista de Dados,Pequena,não,Menos de 1 ano,de 1 a 2 anos,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,Minas Gerais (MG),1,1,1,0,1,0
14000.0,Engenheiro de Dados,Média,sim,de 2 a 3 anos,Mais de 10 anos,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,São Paulo (SP),1,0,1,0,0,0
,,,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Outros,Doutorado ou Phd,Outras,,,1,1,0,0,0,0
3500.0,Analista de BI,Pequena,sim,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Ciências Sociais,Outras,,0,0,0,0,0,0
3500.0,Engenheiro de Dados,Pequena,não,Não tenho experiência na área de dados,Mais de 10 anos,Empregado (CTL),Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,São Paulo (SP),0,0,0,0,0,0
1500.0,Desenvolvedor/Engenheiro de Software,Média,não,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,São Paulo (SP),1,0,0,0,0,0
5000.0,Outras,Grande,não,Mais de 10 anos,Mais de 10 anos,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Telecomunicação,São Paulo (SP),0,0,0,0,0,0
3500.0,Outras,Média,não,Não tenho experiência na área de dados,de 2 a 3 anos,Empregado (CTL),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Indústria (Manufatura),São Paulo (SP),0,0,0,0,0,0
7000.0,Analista de BI,Pequena,sim,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empreendedor ou Empregado (CNPJ),Pós-graduação,Outras,Tecnologia/Fábrica de Software,São Paulo (SP),0,0,0,0,0,0
5000.0,Desenvolvedor/Engenheiro de Software,Pequena,sim,de 1 a 2 anos,Menos de 1 ano,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,São Paulo (SP),0,0,0,0,0,0
1500.0,Outras,Pequena,não,Menos de 1 ano,de 4 a 5 anos,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,Minas Gerais (MG),0,0,0,0,0,0
,,,,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Outros,Estudante de Graduação,Outras Engenharias,,,0,0,0,0,0,0
3500.0,Analista de BI,Grande,não,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Mestrado,Marketing / Publicidade / Comunicação / Jornalismo,Agronegócios,São Paulo (SP),1,1,1,0,1,0
10000.0,Analista de BI,Média,sim,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,São Paulo (SP),0,0,0,0,0,0
7000.0,Outras,Grande,sim,de 1 a 2 anos,de 1 a 2 anos,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Setor Público,Rio de Janeiro (RJ),0,0,0,0,0,0
7000.0,Engenheiro de Dados,Média,não,de 4 a 5 anos,Menos de 1 ano,Empregado (CTL),Graduação/Bacharelado,Outras Engenharias,Tecnologia/Fábrica de Software,São Paulo (SP),1,0,1,0,0,1
3500.0,Analista de BI,Média,não,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Agronegócios,Paraná (PR),0,0,0,0,0,0
10000.0,Desenvolvedor/Engenheiro de Software,Pequena,não,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,São Paulo (SP),0,0,0,0,0,0
10000.0,Desenvolvedor/Engenheiro de Software,Média,não,de 6 a 10 anos,de 6 a 10 anos,Empreendedor ou Empregado (CNPJ),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Entretenimento ou Esportes,São Paulo (SP),0,0,0,0,0,0
