Salário,Profissão,Tamanho da Empresa,Cargo de Gestão,Experiência em DS,Experiência Profissional,Tipo de Trabalho,Escolaridade,Área de Formação,Setor de Mercado,Estado,Linguagem Python,Linguagem R,Linguagem SQL,Linguagem C/C#/C++,PowerBI,Tableau
7000.0,,Média,sim,de 1 a 2 anos,Mais de 10 anos,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Educação,Minas Gerais (MG),0,0,0,0,0,0
1500.0,Desenvolvedor/Engenheiro de Software,Pequena,não,Menos de 1 ano,de 1 a 2 anos,Empregado (CTL),Estudante de Graduação,Outras Engenharias,Tecnologia/Fábrica de Software,Minas Gerais (MG),0,0,0,0,0,0
7000.0,Desenvolvedor/Engenheiro de Software,Grande,não,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,São Paulo (SP),1,0,1,0,1,0
2500.0,Cientista de Dados,Pequena,não,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Outras,Paraná (PR),1,1,1,0,0,0
5000.0,Analista de BI,Média,não,Menos de 1 ano,de 6 a 10 anos,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,Rio Grande do Sul (RS),0,0,0,0,0,0
2500.0,Cientista de Dados,Grande,não,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,,1,0,1,0,0,0
,,,,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Outros,Estudante de Graduação,Outras,,Rio de Janeiro (RJ),0,0,0,0,0,0
7000.0,Outras,Pequena,não,de 1 a 2 anos,de 1 a 2 anos,Empreendedor ou Empregado (CNPJ),Pós-graduação,Estatística/ Matemática / Matemática Computacional,Tecnologia/Fábrica de Software,São Paulo (SP),0,0,0,0,0,0
1500.0,,Pequena,sim,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Outros,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,Rio Grande do Sul (RS),0,0,1,0,1,0
3500.0,Analista de Dados,Grande,não,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Estudante de Graduação,Outras,Outras,São Paulo (SP),0,0,0,0,0,0
,,,,Mais de 10 anos,Mais de 10 anos,Outros,Mestrado,Química / Física,,Paraná (PR),0,0,0,0,0,0
,,,,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Outros,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,,São Paulo (SP),0,0,0,0,0,0
5000.0,Desenvolvedor/Engenheiro de Software,Média,não,Menos de 1 ano,de 6 a 10 anos,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,Espírito Santo (ES),1,1,1,1,1,0
7000.0,Engenheiro de Dados,Grande,não,de 4 a 5 anos,de 6 a 10 anos,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Internet/Ecommerce,,1,0,1,0,0,0
7000.0,Analista de Dados,Pequena,não,de 6 a 10 anos,de 6 a 10 anos,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,,1,0,1,0,1,0
14000.0,Desenvolvedor/Engenheiro de Software,Grande,não,de 2 a 3 anos,Mais de 10 anos,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,Minas Gerais (MG),1,0,1,0,1,0
,,,,Menos de 1 ano,de 6 a 10 anos,Outros,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,,Minas Gerais (MG),1,1,1,0,1,1
22500.0,,Grande,sim,Menos de 1 ano,Mais de 10 anos,Empregado (CTL),Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,São Paulo (SP),0,0,0,0,0,0
,,,,Menos de 1 ano,Menos de 1 ano,Outros,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,,Paraná (PR),1,1,1,0,1,0
,,,,Não tenho experiência na área de dados,de 1 a 2 anos,Outros,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,,Rio Grande do Sul (RS),1,0,1,0,0,0
5000.0,Engenheiro de Dados,Média,não,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Não tenho graduação formal,,Varejo,Paraná (PR),1,1,1,0,1,1
14000.0,Engenheiro de Dados,Grande,não,de 1 a 2 anos,Mais de 10 anos,Empreendedor ou Empregado (CNPJ),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Área da Saúde,São Paulo (SP),1,0,0,0,1,0
2500.0,Outras,Pequena,não,Menos de 1 ano,Menos de 1 ano,Empregado (CTL),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,Rio de Janeiro (RJ),0,0,0,0,0,0
14000.0,Engenheiro de Dados,Média,não,de 2 a 3 anos,de 1 a 2 anos,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,São Paulo (SP),1,0,1,0,1,0
10000.0,Desenvolvedor/Engenheiro de Software,Grande,não,Mais de 10 anos,de 4 a 5 anos,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,São Paulo (SP),0,0,0,0,0,0
3500.0,Analista de BI,Grande,não,Menos de 1 ano,de 1 a 2 anos,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Outras,Minas Gerais (MG),0,0,1,0,0,0
2500.0,Outras,Grande,não,Menos de 1 ano,de 1 a 2 anos,Empregado (CTL),Estudante de Graduação,Outras Engenharias,Indústria (Manufatura),Minas Gerais (MG),1,1,0,1,1,0
7000.0,Outras,Grande,não,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Pós-graduação,Outras,Educação,São Paulo (SP),0,0,0,0,0,0
2500.0,Analista de BI,Grande,não,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Telecomunicação,Minas Gerais (MG),0,0,1,0,1,0
5000.0,Outras,Média,não,de 4 a 5 anos,Mais de 10 anos,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Área da Saúde,,0,0,0,0,0,0
2500.0,Outras,Grande,não,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,,1,1,1,1,0,1
14000.0,Desenvolvedor/Engenheiro de Software,Grande,não,Não tenho experiência na área de dados,Mais de 10 anos,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,São Paulo (SP),0,0,0,0,0,0
1000.0,Cientista de Dados,Média,não,Menos de 1 ano,de 1 a 2 anos,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Outras,Minas Gerais (MG),1,0,0,0,1,0
10000.0,Analista de Dados,Grande,não,de 4 a 5 anos,Menos de 1 ano,Empregado (CTL),Graduação/Bacharelado,Outras,Finanças ou Bancos,São Paulo (SP),0,1,0,0,1,0
3500.0,Analista de BI,Grande,não,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Pós-graduação,Estatística/ Matemática / Matemática Computacional,Indústria (Manufatura),São Paulo (SP),0,0,0,0,0,0
10000.0,Engenheiro de Dados,Pequena,não,de 4 a 5 anos,de 4 a 5 anos,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Entretenimento ou Esportes,Rio de Janeiro (RJ),1,0,1,0,0,1
1000.0,Analista de BI,Grande,não,Menos de 1 ano,Menos de 1 ano,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Indústria (Manufatura),Minas Gerais (MG),0,0,0,0,0,0
10000.0,,Média,sim,de 2 a 3 anos,de 6 a 10 anos,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,São Paulo (SP),0,0,0,0,0,0
10000.0,Desenvolvedor/Engenheiro de Software,Média,não,de 6 a 10 anos,Mais de 10 anos,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,Minas Gerais (MG),0,0,0,0,0,0
5000.0,Cientista de Dados,Média,não,de 1 a 2 anos,Menos de 1 ano,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Outras,São Paulo (SP),1,0,0,0,0,1
5000.0,Outras,Média,não,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,São Paulo (SP),0,0,0,0,0,0
2500.0,Analista de Dados,Média,não,Menos de 1 ano,Menos de 1 ano,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Varejo,Paraná (PR),0,0,1,0,1,0
7000.0,Cientista de Dados,Média,não,de 4 a 5 anos,de 6 a 10 anos,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,São Paulo (SP),1,0,1,0,0,0
5000.0,Analista de BI,Média,não,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Graduação/Bacharelado,Outras Engenharias,Internet/Ecommerce,São Paulo (SP),1,0,1,1,0,0
7000.0,Engenheiro de Dados,Grande,não,Menos de 1 ano,de 6 a 10 anos,Empregado (CTL),Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Área da Saúde,São Paulo (SP),1,1,1,0,0,0
3500.0,Analista de Dados,Grande,não,de 2 a 3 anos,de 2 a 3 anos,Empregado (CTL),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Varejo,,1,0,1,1,0,0
5000.0,,Grande,sim,de 2 a 3 anos,Menos de 1 ano,Empregado (CTL),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Indústria (Manufatura),Minas Gerais (MG),1,0,1,0,0,0
10000.0,Outras,Pequena,não,de 2 a 3 anos,Menos de 1 ano,Empregado (CTL),Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Seguros ou Previdência,Rio de Janeiro (RJ),0,0,0,0,0,0
7000.0,Engenheiro de Dados,Média,não,de 1 a 2 anos,de 1 a 2 anos,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,São Paulo (SP),0,0,0,0,0,0
10000.0,,Pequena,sim,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empreendedor ou Empregado (CNPJ),Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Outras,,0,0,0,0,0,0
5000.0,Desenvolvedor/Engenheiro de Software,Média,não,de 4 a 5 anos,de 4 a 5 anos,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,Santa Catarina (SC),0,0,0,0,0,0
10000.0,Engenheiro de Dados,Grande,não,de 4 a 5 anos,de 4 a 5 anos,Empregado (CTL),Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,Rio Grande do Sul (RS),1,0,1,0,0,1
5000.0,Desenvolvedor/Engenheiro de Software,Grande,não,Menos de 1 ano,de 1 a 2 anos,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,São Paulo (SP),0,0,0,0,0,0
,,,,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Outros,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,,Minas Gerais (MG),0,0,0,0,0,0
3500.0,Desenvolvedor/Engenheiro de Software,Média,não,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,Paraná (PR),0,0,0,0,0,0
3500.0,Outras,Grande,não,Menos de 1 ano,Menos de 1 ano,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Outras,Outras,Minas Gerais (MG),0,0,0,0,0,0
5000.0,,Grande,sim,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Pós-graduação,Outras Engenharias,Educação,,1,0,1,0,1,1
10000.0,Analista de Dados,Grande,não,Menos de 1 ano,de 4 a 5 anos,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,São Paulo (SP),1,0,1,0,0,1
14000.0,,Grande,sim,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Pós-graduação,Estatística/ Matemática / Matemática Computacional,Outras,São Paulo (SP),1,1,1,0,1,1
5000.0,Desenvolvedor/Engenheiro de Software,Grande,não,de 1 a 2 anos,de 1 a 2 anos,Empregado (CTL),Graduação/Bacharelado,Outras Engenharias,Tecnologia/Fábrica de Software,Minas Gerais (MG),0,0,0,0,0,0
,,,,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Outros,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,,Rio de Janeiro (RJ),0,0,0,0,0,0
3500.0,Analista de BI,Média,não,Menos de 1 ano,Menos de 1 ano,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,Minas Gerais (MG),0,0,0,0,0,0
3500.0,Desenvolvedor/Engenheiro de Software,Média,não,de 1 a 2 anos,Menos de 1 ano,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,Santa Catarina (SC),0,0,0,0,0,0
3500.0,Cientista de Dados,Grande,não,de 2 a 3 anos,Menos de 1 ano,Empregado (CTL),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Outras,Santa Catarina (SC),0,0,0,0,0,0
3500.0,Outras,Grande,não,Não tenho experiência na área de dados,Mais de 10 anos,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Educação,São Paulo (SP),0,0,0,0,0,0
1500.0,Analista de BI,Pequena,não,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empreendedor ou Empregado (CNPJ),Estudante de Graduação,Outras,Tecnologia/Fábrica de Software,Rio Grande do Sul (RS),1,0,1,0,1,0
7000.0,Analista de BI,Grande,não,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Graduação/Bacharelado,Outras Engenharias,Finanças ou Bancos,São Paulo (SP),1,0,1,0,0,0
1000.0,Outras,Pequena,não,de 6 a 10 anos,Menos de 1 ano,Empregado (CTL),Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Marketing,Paraná (PR),1,1,0,0,1,1
5000.0,Desenvolvedor/Engenheiro de Software,Grande,não,de 1 a 2 anos,Menos de 1 ano,Empregado (CTL),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,Paraná (PR),0,0,0,0,0,0
3500.0,Desenvolvedor/Engenheiro de Software,Pequena,não,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,São Paulo (SP),0,0,0,0,0,0
3500.0,Outras,Média,não,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Pós-graduação,Outras Engenharias,Indústria (Manufatura),Minas Gerais (MG),0,0,0,0,0,0
7000.0,Analista de BI,Grande,não,Menos de 1 ano,de 4 a 5 anos,Empreendedor ou Empregado (CNPJ),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,Minas Gerais (MG),0,0,0,0,1,0
10000.0,Desenvolvedor/Engenheiro de Software,Grande,não,de 6 a 10 anos,de 4 a 5 anos,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,São Paulo (SP),0,0,0,0,0,0
5000.0,,Grande,sim,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Mestrado,Economia/ Administração / Contabilidade / Finanças,Setor Público,Rio de Janeiro (RJ),1,0,1,0,1,0
3500.0,Desenvolvedor/Engenheiro de Software,Média,não,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Educação,São Paulo (SP),0,0,0,0,0,0
2500.0,Analista de BI,Grande,não,Menos de 1 ano,Mais de 10 anos,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,São Paulo (SP),0,0,1,0,1,0
1500.0,Outras,Pequena,não,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Não tenho graduação formal,,Educação,São Paulo (SP),0,0,0,0,0,0
7000.0,Desenvolvedor/Engenheiro de Software,Pequena,não,Não tenho experiência na área de dados,de 6 a 10 anos,Empreendedor ou Empregado (CNPJ),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,Rio de Janeiro (RJ),0,0,0,0,0,0
10000.0,Outras,Grande,não,de 6 a 10 anos,Mais de 10 anos,Empreendedor ou Empregado (CNPJ),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Setor Farmaceutico,Rio Grande do Sul (RS),1,0,1,0,0,0
5000.0,Outras,Grande,não,de 1 a 2 anos,de 1 a 2 anos,Empregado (CTL),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Área da Saúde,Minas Gerais (MG),0,0,0,0,0,0
3500.0,Engenheiro de Dados,Grande,não,Menos de 1 ano,de 1 a 2 anos,Empregado (CTL),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Outras,São Paulo (SP),1,0,1,0,0,0
10000.0,,Média,sim,de 1 a 2 anos,Mais de 10 anos,Empregado (CTL),Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,Santa Catarina (SC),0,0,0,0,0,0
,,,,de 1 a 2 anos,Menos de 1 ano,Outros,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,,,1,1,0,0,1,0
,,,,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Outros,Graduação/Bacharelado,Outras Engenharias,,Rio de Janeiro (RJ),0,0,0,0,0,0
10000.0,,Pequena,sim,de 4 a 5 anos,de 4 a 5 anos,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Internet/Ecommerce,São Paulo (SP),1,0,1,0,0,1
10000.0,Engenheiro de Dados,Pequena,não,Mais de 10 anos,Mais de 10 anos,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,Rio de Janeiro (RJ),0,0,0,0,0,0
10000.0,Cientista de Dados,Grande,não,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Mestrado,Outras Engenharias,Finanças ou Bancos,São Paulo (SP),1,1,1,0,0,0
5000.0,,Grande,sim,Menos de 1 ano,de 1 a 2 anos,Empregado (CTL),Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Indústria (Manufatura),Paraná (PR),1,1,0,0,0,0
7000.0,,Pequena,sim,de 6 a 10 anos,Mais de 10 anos,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,São Paulo (SP),0,0,0,0,0,0
,,,,Mais de 10 anos,Mais de 10 anos,Outros,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,,São Paulo (SP),0,0,0,0,0,0
5000.0,,Média,sim,de 6 a 10 anos,Mais de 10 anos,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,São Paulo (SP),1,1,1,0,0,0
10000.0,Engenheiro de Dados,Média,não,Menos de 1 ano,Mais de 10 anos,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,São Paulo (SP),1,1,1,0,0,0
7000.0,Analista de Dados,Grande,não,Menos de 1 ano,de 6 a 10 anos,Empregado (CTL),Pós-graduação,Outras Engenharias,Setor Público,,0,0,0,0,0,0
7000.0,Outras,Grande,não,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Pós-graduação,Outras Engenharias,Indústria (Manufatura),São Paulo (SP),1,1,1,0,1,0
3500.0,Analista de BI,Média,não,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Graduação/Bacharelado,Outras Engenharias,Educação,Minas Gerais (MG),0,0,0,0,0,0
1000.0,,Média,sim,Menos de 1 ano,Mais de 10 anos,Empregado (CTL),Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,São Paulo (SP),0,0,0,0,0,0
25000.0,,Média,sim,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Mestrado,Outras Engenharias,Entretenimento ou Esportes,,1,1,1,0,0,0
1500.0,Analista de BI,Grande,não,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,Paraná (PR),0,0,0,0,0,0
10000.0,Outras,Média,não,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Não tenho graduação formal,,Entretenimento ou Esportes,São Paulo (SP),0,0,0,0,0,0
7000.0,Analista de Dados,Pequena,não,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Marketing,Minas Gerais (MG),1,0,1,0,0,0
7000.0,Engenheiro de Dados,Média,não,de 2 a 3 anos,de 1 a 2 anos,Empregado (CTL),Graduação/Bacharelado,Outras Engenharias,Tecnologia/Fábrica de Software,Minas Gerais (MG),1,1,1,0,0,0
,,,,de 6 a 10 anos,de 4 a 5 anos,Outros,Mestrado,Estatística/ Matemática / Matemática Computacional,,,1,1,0,0,1,1
10000.0,Analista de BI,Média,não,Mais de 10 anos,de 4 a 5 anos,Empregado (CTL),Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,Paraná (PR),1,0,1,0,1,1
18000.0,,Grande,sim,de 4 a 5 anos,Menos de 1 ano,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,São Paulo (SP),1,0,1,0,1,1
,,,,de 4 a 5 anos,de 2 a 3 anos,Outros,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,,,1,0,1,1,0,0
1500.0,Engenheiro de Dados,Pequena,não,Menos de 1 ano,de 1 a 2 anos,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Telecomunicação,Minas Gerais (MG),0,0,0,0,0,0
10000.0,Desenvolvedor/Engenheiro de Software,Grande,não,Menos de 1 ano,Mais de 10 anos,Empregado (CTL),Mestrado,Outras,Finanças ou Bancos,,0,0,0,0,0,0
10000.0,Analista de BI,Média,não,Mais de 10 anos,de 1 a 2 anos,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,São Paulo (SP),0,0,0,0,0,0
3500.0,,Pequena,sim,de 2 a 3 anos,de 2 a 3 anos,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,Minas Gerais (MG),0,0,0,0,0,0
3500.0,Analista de BI,Grande,não,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Empregado (CTL),Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,Minas Gerais (MG),0,0,0,0,0,0
10000.0,Cientista de Dados,Média,não,de 1 a 2 anos,Mais de 10 anos,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,São Paulo (SP),1,0,1,0,1,0
1500.0,Analista de Dados,Média,não,Menos de 1 ano,de 2 a 3 anos,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Internet/Ecommerce,Minas Gerais (MG),1,0,1,0,1,0
,,,,Menos de 1 ano,Menos de 1 ano,Outros,Graduação/Bacharelado,Ciências Sociais,,São Paulo (SP),0,0,0,0,0,0
5000.0,,Pequena,sim,de 4 a 5 anos,de 6 a 10 anos,Outros,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,Educação,São Paulo (SP),1,1,0,0,1,0
3500.0,Analista de BI,Média,não,de 2 a 3 anos,de 6 a 10 anos,Empregado (CTL),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,,1,0,1,0,1,0
1500.0,Outras,Grande,não,Não tenho experiência na área de dados,Menos de 1 ano,Empregado (CTL),Não tenho graduação formal,,Varejo,Espírito Santo (ES),0,0,0,0,0,0
,,,,de 1 a 2 anos,Mais de 10 anos,Outros,Graduação/Bacharelado,Outras Engenharias,,São Paulo (SP),0,0,0,0,0,0
1500.0,Outras,Média,não,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estagiário,Estudante de Graduação,Ciências Sociais,Setor Público,,0,0,0,0,0,0
1000.0,Analista de BI,Grande,não,de 1 a 2 anos,de 2 a 3 anos,Estagiário,Estudante de Graduação,Outras,Educação,,1,0,1,0,1,0
1500.0,Cientista de Dados,Média,não,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,São Paulo (SP),1,0,1,0,0,0
